patent_id
EP3754566_A1
US2012078473_A1
US10896550_B2
WO2014210368_A1
US2015006443_A1
US2015220952_A1
US9727824_B2
WO2008024368_A2
US2020401650_A1
WO2004012139_A2
WO2008024368_A3
US2020358187_A1
US9514473_B2
US10318881_B2
US2017061034_A1
US2016321559_A1
WO0167186_A1
US2004024750_A1
